,TITLE,DESCRIPTION,LINK,INGREDIENTS,DIRECTIONS,MACROS
514,Baked Camembert with Apple-Pecan Topping,"This is a simple recipe for baked Camembert with a delicious apple-pecan topping. Fall flavors at their best! Serve with toasted baguette slices, sliced apples or pears, or crackers.",https://www.allrecipes.com/recipe/285473/baked-camembert-with-apple-pecan-topping/,"1 (8 ounce) round Camembert cheese,4 tablespoons orange juice,2 tablespoons peeled, diced apples,2 tablespoons finely chopped pecans,¼ teaspoon brown sugar,⅛ teaspoon molasses,1 pinch ground cinnamon,","Directions
Preheat the oven to 350 degrees F (175 degrees C).
Use a sharp knife to remove the top rind from the Camembert; leave the rind on the sides and bottom. Place the cheese, cut-side up, in a baking dish just larger than the cheese, or in a Brie baker.
Combine orange juice, apples, pecans, brown sugar, molasses, and cinnamon in a small microwave-safe dish and heat for in the microwave for 1 minute. Spread evenly over the top of the Camembert.
Bake on the center rack of the preheated oven until gooey and soft in the middle, 15 to 20 minutes; do not overcook as it will turn buttery. Serve warm.
Cook's Note:
You can use brie instead of Camembert and Jack Daniel's(R) Tennessee Honey(TM) whiskey instead of orange juice.","103
Calories,8g
Fat,2g
Carbs,6g
Protein,"
515,German Fried Camembert,"""Gebackener Camembert"" (literally baked Camembert even though the cheese is breaded and fried) can be found on many German bar menus. It's a great appetizer or snack with a glass of beer. Serve with buttered toast.",https://www.allrecipes.com/recipe/277512/german-fried-camembert/,"1 (3 ounce) Camembert wheel,2 tablespoons all-purpose flour,1 egg, beaten,2 tablespoons dry bread crumbs,vegetable oil for frying,1 pinch salt and freshly ground black pepper to taste (Optional),2 sprigs fresh parsley,2 ounces whole berry cranberry sauce,","Directions
Unwrap Camembert wheel. Dredge in flour, then in beaten egg, and then in breadcrumbs to coat completely.
Heat 1 inch oil in a small, deep saucepan over medium heat. Lower Camembert carefully into the hot oil and fry until breading is browned, 1 to 2 minutes per side. Transfer to a paper towel-lined plate to drain. Set on a plate and season with salt and pepper.
Fry parsley sprigs for 5 seconds in the hot oil. Serve on top of Camembert and garnish with cranberry sauce.
Editorial Note:
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.","716
Calories,38g
Fat,68g
Carbs,28g
Protein,"
516,Baked Camembert with Garlic and Herbs,"This delicious, gooey, baked Camembert dip is impressive enough to serve to guests while being deceptively easy to make. Feel free to experiment with different herb combinations. Serve Camembert immediately out of the oven with toasted baguette pieces for dipping.",https://www.allrecipes.com/recipe/285472/baked-camembert-with-garlic-and-herbs/,"1 (8 ounce) round Camembert cheese in wooden box,1 clove garlic, sliced, or more to taste,1 sprig fresh rosemary, leaves stripped,2 sprigs fresh thyme, leaves stripped,1 tablespoon olive oil,freshly cracked salt and pepper to taste,","Directions
Preheat the oven to 350 degrees F (175 degrees C).
Remove Camembert from wooden box and remove and discard any plastic wrapping. Place wheel of cheese back into the wooden box.
Using a sharp knife, score the top of the cheese in a crisscross pattern about 1-inch deep. If desired, remove the top rind.
Press garlic slices into the scores. Sprinkle with rosemary and thyme leaves, pushing a few into the scores. Drizzle top of Camembert cheese with olive oil and season with freshly cracked salt and pepper. Wrap box with foil to prevent drips (leaving the top open) and place on a baking sheet.
Bake in the preheated oven for 15 minutes. Remove from the oven and remove the foil. Serve the cheese in its box immediately.","216
Calories,17g
Fat,4g
Carbs,12g
Protein,"
517,Deep Fried Camembert with Raspberry Sauce,"Wedges of camembert cheese are breaded, deep fried and dipped in a sweet raspberry sauce. Delicious!",https://www.allrecipes.com/recipe/17061/deep-fried-camembert-with-raspberry-sauce/,"4 ounces Camembert cheese,1 egg,½ cup fine bread crumbs,¾ cup sesame seeds,3 cups vegetable oil for frying,⅔ cup raspberry preserves,","Directions
Cut chilled cheese in 6 equal wedges. In a shallow bowl, beat egg. On a sheet of wax paper, mix bread crumbs and sesame seeds.
Dip each cheese wedge in egg and turn to coat. Roll cheese in crumb mixture to coat. (If preparing ahead, cover and refrigerate now until ready to cook.)
In a heavy saucepan, heat about 2 inches of oil to 375 degrees F (190 degrees C) or until a 1-inch bread cube turns golden brown on all sides. Fry cheese until golden. Drain on paper towels.
Melt raspberry preserves for dipping sauce.
Editor's Note
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.","352
Calories,26g
Fat,23g
Carbs,9g
Protein,"
518,Concord Grape Onion Jam,"No one in our family cares much about Concord grape jelly but as a savory jam with onion and balsamic vinegar on goat cheese, it's a whole different story. The jam is delicious with blue cheese, Camembert, or Brie. The jam is moderately sweet but you can add more sugar if you prefer it sweeter.",https://www.allrecipes.com/recipe/277232/concord-grape-onion-jam/,"1 quart stemmed Concord grapes,1 large red onion, quartered and thinly sliced,½ cup light brown sugar,2 tablespoons balsamic vinegar,","Directions
Immerse a jar with a tight fitting lid in simmering water until grape jam is ready. Wash lid in warm, soapy water.
Place grapes in a saucepan and crush with a potato masher until they begin to release some juice. Cover and cook over low heat until grapes are very soft and can be easily crushed, about 10 minutes. Remove from heat and set aside to cool.
Push grapes and all of the accumulated juice through a food mill or a fine mesh strainer. Extract as much pulp and juice as you can and return back to the saucepan. This should yield a generous 2 cups pulp. Discard leftover seeds.
Add onion, brown sugar, and balsamic vinegar to grape pulp and mix until sugar has dissolved. Bring to a boil over medium-high heat, then reduce temperature to low and simmer, uncovered, stirring occasionally at the beginning and then more regularly to prevent scorching, until jam is thick, about 30 minutes. (Do not overcook--jam will thicken more as it cools.)
Pour hot jam into the sterilized jar, seal tightly with the clean lid, and allow to cool. Store in the refrigerator and use within 2 weeks.
Cook's Note:
Note that this is a refrigerator jam, not a jam for canning.","48
Calories,0g
Fat,12g
Carbs,0g
Protein,"
519,Deep-Fried Camembert and Cranberry Sauce,"Easy, fast, entree-style meal that impresses everyone.",https://www.allrecipes.com/recipe/257482/deep-fried-camembert-and-cranberry-sauce/,"2 (8 ounce) rounds Camembert cheese,oil for frying,1 cup all-purpose flour,2 eggs,¼ cup milk,1 cup bread crumbs,1 (16 ounce) can whole berry cranberry sauce,","Directions
Freeze Camembert cheese for 30 minutes.
Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).
Pour flour into a bowl. Beat eggs and milk together in a separate bowl. Pour bread crumbs into a third bowl.
Remove cheese from the freezer and cut each round into 6 wedges. Roll each wedge in flour and dip into the egg-milk mixture. Press each wedge into bread crumbs until evenly coated.
Fry each breaded wedge in the hot oil until bread crumbs are browned, 2 to 3 minutes per side. Transfer fried cheese to a paper towel-lined plate using a slotted spoon. Serve cranberry sauce on the side.
Editor's Note:
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
Nutrition data for this recipe includes the full amount of breading ingredients. The actual amount of breading consumed will vary.","271
Calories,13g
Fat,29g
Carbs,11g
Protein,"
520,Holiday Mule Mocktail,"A non-alcoholic, holiday version of the Moscow mule. It uses a cranberry shrub instead of lime and a splash of club soda instead of vodka. It's a perfect combination for an aperitivo or snack. If possible, serve with savory macarons as a garnish; thread each macaron onto a skewer, put two in each glass, and serve immediately.",https://www.allrecipes.com/recipe/278530/holiday-mule-mocktail/,"1 cup white vinegar,1 cup water,1 cup white sugar,1 cup fresh cranberries,2 pods cardamom, crushed,4 whole allspice berries, cracked,¼ (1 inch) piece cinnamon stick,ice cubes,8 fluid ounces ginger beer (such as Fentimans),2 fluid ounces club soda,","Directions
Combine vinegar, water, and sugar in a saucepan over medium-high heat. Add cranberries, cardamom pods, allspice berries, and cinnamon stick; bring to a boil. Stir and cover until cranberries begin to pop, 5 to 10 minutes. Stir again, being careful that cranberries do not burn you as they pop. Reduce heat and simmer until sugar has dissolved and cranberries have released their juice, about 10 minutes.
Remove from heat and allow to steep for 15 minutes. Strain into a container, seal, and refrigerate. Discard pulp.
Fill 2 highball glasses halfway with ice. Add 1 fluid ounce cranberry shrub, 4 fluid ounces ginger beer, and 1 fluid ounce club soda to each glass. Stir well.
Cook's Note:
Savory macarons are traditional macaron cookies with liver pate filling or soft cheese filling, such as brie or Camembert.
Editor's Note:
Nutrition data for this recipe includes the full amount of cranberry shrub, enough to make 10 mocktails.","466
Calories,0g
Fat,120g
Carbs,0g
Protein,"
521,Grilled Camembert Sandwich,Quick lunch treat for unexpected guests or just a reason to spoil ones self! Use brie cheese if you do not find the Camembert at your store. Use a really nice rustic bread for best results.,https://www.allrecipes.com/recipe/72826/grilled-camembert-sandwich/,"2 ounces Camembert cheese,2 thick slices white bread,1 tablespoon whole cranberry sauce,1 dash balsamic vinegar,1 tablespoon butter, softened,","Directions
Spread the Camembert cheese evenly onto one slice of bread. Spread a thin layer of cranberry sauce over the cheese. Drizzle with a few drops of balsamic vinegar, and top with the remaining slice of bread. Spread butter on the outer sides of each slice of bread.
Heat a skillet over medium heat. Fry the sandwich for a few minutes on each side, just until golden brown. Slice in half, and eat straight away!","463
Calories,27g
Fat,39g
Carbs,16g
Protein,"
522,Vern's Obatzda-Style Cheese,"My version of an Obatzda cheese that is served with soft pretzels and washed down with good beer. I serve this at my annual Oktoberfest Party. Not a traditional obatzda, but a really tasty one!",https://www.allrecipes.com/recipe/245191/verns-obatzda-style-cheese/,"1 head garlic,1 teaspoon olive oil,16 ounces Camembert cheese, rind removed and cheese cut into pieces,2 (8 ounce) packages cream cheese,1 (5 ounce) package grated Parmesan cheese,3 ounces shredded extra-sharp Cheddar cheese,1 cup German-style beer,¼ cup butter,½ cup minced onion,2 teaspoons caraway seeds,½ teaspoon paprika,","Directions
Preheat oven to 400 degrees F (200 degrees C). Bring all the refrigerated ingredients to room temperature.
Slice the top off the garlic, exposing the cloves. Place in a square of aluminum foil and drizzle olive oil over garlic. Wrap foil around garlic.
Roast in the preheated oven until garlic is tender, 35 to 40 minutes. Cool roasted garlic completely.
Combine Camembert cheese, cream cheese, Parmesan cheese, Cheddar cheese, beer, and butter in a food processor; process until smooth. Add roasted garlic cloves, onion, caraway seeds, and paprika; process until smooth. The mixture may be a little on the ""soupy"" side but will firm up upon refrigeration; transfer to an air-tight container and refrigerate until flavors blend, at least 2 hours.","95
Calories,8g
Fat,1g
Carbs,4g
Protein,"
523,Tarte au Camembert (French Cheese Tart),Best quiche au Camembert!,https://www.allrecipes.com/recipe/285642/tarte-au-camembert-french-cheese-tart/,"3 large eggs,6 ½ fluid ounces heavy cream,1 tablespoon thinly sliced green onion, or to taste,salt and ground black pepper to taste,1 (9 inch) unbaked pie crust,1 (8 ounce) round Camembert cheese,","Directions
Preheat the oven to 425 degrees F (220 degrees C).
Beat eggs in a medium bowl; add heavy cream, green onions, salt, and pepper and mix well. Pour into the crust.
Slice Camembert thinly and add to the filling. Place tart on a baking sheet.
Bake in the preheated oven until crust is golden and cheese is melted and a bit crunchy, about 25 minutes. Serve immediately.","248
Calories,20g
Fat,9g
Carbs,8g
Protein,"
524,Baked Camembert with Apple-Pecan Topping,"This is a simple recipe for baked Camembert with a delicious apple-pecan topping. Fall flavors at their best! Serve with toasted baguette slices, sliced apples or pears, or crackers.",https://www.allrecipes.com/recipe/285473/baked-camembert-with-apple-pecan-topping/,"1 (8 ounce) round Camembert cheese,4 tablespoons orange juice,2 tablespoons peeled, diced apples,2 tablespoons finely chopped pecans,¼ teaspoon brown sugar,⅛ teaspoon molasses,1 pinch ground cinnamon,","Directions
Preheat the oven to 350 degrees F (175 degrees C).
Use a sharp knife to remove the top rind from the Camembert; leave the rind on the sides and bottom. Place the cheese, cut-side up, in a baking dish just larger than the cheese, or in a Brie baker.
Combine orange juice, apples, pecans, brown sugar, molasses, and cinnamon in a small microwave-safe dish and heat for in the microwave for 1 minute. Spread evenly over the top of the Camembert.
Bake on the center rack of the preheated oven until gooey and soft in the middle, 15 to 20 minutes; do not overcook as it will turn buttery. Serve warm.
Cook's Note:
You can use brie instead of Camembert and Jack Daniel's(R) Tennessee Honey(TM) whiskey instead of orange juice.","103
Calories,8g
Fat,2g
Carbs,6g
Protein,"
525,German Fried Camembert,"""Gebackener Camembert"" (literally baked Camembert even though the cheese is breaded and fried) can be found on many German bar menus. It's a great appetizer or snack with a glass of beer. Serve with buttered toast.",https://www.allrecipes.com/recipe/277512/german-fried-camembert/,"1 (3 ounce) Camembert wheel,2 tablespoons all-purpose flour,1 egg, beaten,2 tablespoons dry bread crumbs,vegetable oil for frying,1 pinch salt and freshly ground black pepper to taste (Optional),2 sprigs fresh parsley,2 ounces whole berry cranberry sauce,","Directions
Unwrap Camembert wheel. Dredge in flour, then in beaten egg, and then in breadcrumbs to coat completely.
Heat 1 inch oil in a small, deep saucepan over medium heat. Lower Camembert carefully into the hot oil and fry until breading is browned, 1 to 2 minutes per side. Transfer to a paper towel-lined plate to drain. Set on a plate and season with salt and pepper.
Fry parsley sprigs for 5 seconds in the hot oil. Serve on top of Camembert and garnish with cranberry sauce.
Editorial Note:
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.","716
Calories,38g
Fat,68g
Carbs,28g
Protein,"
526,Baked Camembert with Garlic and Herbs,"This delicious, gooey, baked Camembert dip is impressive enough to serve to guests while being deceptively easy to make. Feel free to experiment with different herb combinations. Serve Camembert immediately out of the oven with toasted baguette pieces for dipping.",https://www.allrecipes.com/recipe/285472/baked-camembert-with-garlic-and-herbs/,"1 (8 ounce) round Camembert cheese in wooden box,1 clove garlic, sliced, or more to taste,1 sprig fresh rosemary, leaves stripped,2 sprigs fresh thyme, leaves stripped,1 tablespoon olive oil,freshly cracked salt and pepper to taste,","Directions
Preheat the oven to 350 degrees F (175 degrees C).
Remove Camembert from wooden box and remove and discard any plastic wrapping. Place wheel of cheese back into the wooden box.
Using a sharp knife, score the top of the cheese in a crisscross pattern about 1-inch deep. If desired, remove the top rind.
Press garlic slices into the scores. Sprinkle with rosemary and thyme leaves, pushing a few into the scores. Drizzle top of Camembert cheese with olive oil and season with freshly cracked salt and pepper. Wrap box with foil to prevent drips (leaving the top open) and place on a baking sheet.
Bake in the preheated oven for 15 minutes. Remove from the oven and remove the foil. Serve the cheese in its box immediately.","216
Calories,17g
Fat,4g
Carbs,12g
Protein,"
527,Deep Fried Camembert with Raspberry Sauce,"Wedges of camembert cheese are breaded, deep fried and dipped in a sweet raspberry sauce. Delicious!",https://www.allrecipes.com/recipe/17061/deep-fried-camembert-with-raspberry-sauce/,"4 ounces Camembert cheese,1 egg,½ cup fine bread crumbs,¾ cup sesame seeds,3 cups vegetable oil for frying,⅔ cup raspberry preserves,","Directions
Cut chilled cheese in 6 equal wedges. In a shallow bowl, beat egg. On a sheet of wax paper, mix bread crumbs and sesame seeds.
Dip each cheese wedge in egg and turn to coat. Roll cheese in crumb mixture to coat. (If preparing ahead, cover and refrigerate now until ready to cook.)
In a heavy saucepan, heat about 2 inches of oil to 375 degrees F (190 degrees C) or until a 1-inch bread cube turns golden brown on all sides. Fry cheese until golden. Drain on paper towels.
Melt raspberry preserves for dipping sauce.
Editor's Note
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.","352
Calories,26g
Fat,23g
Carbs,9g
Protein,"
528,Concord Grape Onion Jam,"No one in our family cares much about Concord grape jelly but as a savory jam with onion and balsamic vinegar on goat cheese, it's a whole different story. The jam is delicious with blue cheese, Camembert, or Brie. The jam is moderately sweet but you can add more sugar if you prefer it sweeter.",https://www.allrecipes.com/recipe/277232/concord-grape-onion-jam/,"1 quart stemmed Concord grapes,1 large red onion, quartered and thinly sliced,½ cup light brown sugar,2 tablespoons balsamic vinegar,","Directions
Immerse a jar with a tight fitting lid in simmering water until grape jam is ready. Wash lid in warm, soapy water.
Place grapes in a saucepan and crush with a potato masher until they begin to release some juice. Cover and cook over low heat until grapes are very soft and can be easily crushed, about 10 minutes. Remove from heat and set aside to cool.
Push grapes and all of the accumulated juice through a food mill or a fine mesh strainer. Extract as much pulp and juice as you can and return back to the saucepan. This should yield a generous 2 cups pulp. Discard leftover seeds.
Add onion, brown sugar, and balsamic vinegar to grape pulp and mix until sugar has dissolved. Bring to a boil over medium-high heat, then reduce temperature to low and simmer, uncovered, stirring occasionally at the beginning and then more regularly to prevent scorching, until jam is thick, about 30 minutes. (Do not overcook--jam will thicken more as it cools.)
Pour hot jam into the sterilized jar, seal tightly with the clean lid, and allow to cool. Store in the refrigerator and use within 2 weeks.
Cook's Note:
Note that this is a refrigerator jam, not a jam for canning.","48
Calories,0g
Fat,12g
Carbs,0g
Protein,"
529,Deep-Fried Camembert and Cranberry Sauce,"Easy, fast, entree-style meal that impresses everyone.",https://www.allrecipes.com/recipe/257482/deep-fried-camembert-and-cranberry-sauce/,"2 (8 ounce) rounds Camembert cheese,oil for frying,1 cup all-purpose flour,2 eggs,¼ cup milk,1 cup bread crumbs,1 (16 ounce) can whole berry cranberry sauce,","Directions
Freeze Camembert cheese for 30 minutes.
Heat oil in a deep-fryer or large saucepan to 375 degrees F (190 degrees C).
Pour flour into a bowl. Beat eggs and milk together in a separate bowl. Pour bread crumbs into a third bowl.
Remove cheese from the freezer and cut each round into 6 wedges. Roll each wedge in flour and dip into the egg-milk mixture. Press each wedge into bread crumbs until evenly coated.
Fry each breaded wedge in the hot oil until bread crumbs are browned, 2 to 3 minutes per side. Transfer fried cheese to a paper towel-lined plate using a slotted spoon. Serve cranberry sauce on the side.
Editor's Note:
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.
Nutrition data for this recipe includes the full amount of breading ingredients. The actual amount of breading consumed will vary.","271
Calories,13g
Fat,29g
Carbs,11g
Protein,"
530,Holiday Mule Mocktail,"A non-alcoholic, holiday version of the Moscow mule. It uses a cranberry shrub instead of lime and a splash of club soda instead of vodka. It's a perfect combination for an aperitivo or snack. If possible, serve with savory macarons as a garnish; thread each macaron onto a skewer, put two in each glass, and serve immediately.",https://www.allrecipes.com/recipe/278530/holiday-mule-mocktail/,"1 cup white vinegar,1 cup water,1 cup white sugar,1 cup fresh cranberries,2 pods cardamom, crushed,4 whole allspice berries, cracked,¼ (1 inch) piece cinnamon stick,ice cubes,8 fluid ounces ginger beer (such as Fentimans),2 fluid ounces club soda,","Directions
Combine vinegar, water, and sugar in a saucepan over medium-high heat. Add cranberries, cardamom pods, allspice berries, and cinnamon stick; bring to a boil. Stir and cover until cranberries begin to pop, 5 to 10 minutes. Stir again, being careful that cranberries do not burn you as they pop. Reduce heat and simmer until sugar has dissolved and cranberries have released their juice, about 10 minutes.
Remove from heat and allow to steep for 15 minutes. Strain into a container, seal, and refrigerate. Discard pulp.
Fill 2 highball glasses halfway with ice. Add 1 fluid ounce cranberry shrub, 4 fluid ounces ginger beer, and 1 fluid ounce club soda to each glass. Stir well.
Cook's Note:
Savory macarons are traditional macaron cookies with liver pate filling or soft cheese filling, such as brie or Camembert.
Editor's Note:
Nutrition data for this recipe includes the full amount of cranberry shrub, enough to make 10 mocktails.","466
Calories,0g
Fat,120g
Carbs,0g
Protein,"
531,Grilled Camembert Sandwich,Quick lunch treat for unexpected guests or just a reason to spoil ones self! Use brie cheese if you do not find the Camembert at your store. Use a really nice rustic bread for best results.,https://www.allrecipes.com/recipe/72826/grilled-camembert-sandwich/,"2 ounces Camembert cheese,2 thick slices white bread,1 tablespoon whole cranberry sauce,1 dash balsamic vinegar,1 tablespoon butter, softened,","Directions
Spread the Camembert cheese evenly onto one slice of bread. Spread a thin layer of cranberry sauce over the cheese. Drizzle with a few drops of balsamic vinegar, and top with the remaining slice of bread. Spread butter on the outer sides of each slice of bread.
Heat a skillet over medium heat. Fry the sandwich for a few minutes on each side, just until golden brown. Slice in half, and eat straight away!","463
Calories,27g
Fat,39g
Carbs,16g
Protein,"
532,Vern's Obatzda-Style Cheese,"My version of an Obatzda cheese that is served with soft pretzels and washed down with good beer. I serve this at my annual Oktoberfest Party. Not a traditional obatzda, but a really tasty one!",https://www.allrecipes.com/recipe/245191/verns-obatzda-style-cheese/,"1 head garlic,1 teaspoon olive oil,16 ounces Camembert cheese, rind removed and cheese cut into pieces,2 (8 ounce) packages cream cheese,1 (5 ounce) package grated Parmesan cheese,3 ounces shredded extra-sharp Cheddar cheese,1 cup German-style beer,¼ cup butter,½ cup minced onion,2 teaspoons caraway seeds,½ teaspoon paprika,","Directions
Preheat oven to 400 degrees F (200 degrees C). Bring all the refrigerated ingredients to room temperature.
Slice the top off the garlic, exposing the cloves. Place in a square of aluminum foil and drizzle olive oil over garlic. Wrap foil around garlic.
Roast in the preheated oven until garlic is tender, 35 to 40 minutes. Cool roasted garlic completely.
Combine Camembert cheese, cream cheese, Parmesan cheese, Cheddar cheese, beer, and butter in a food processor; process until smooth. Add roasted garlic cloves, onion, caraway seeds, and paprika; process until smooth. The mixture may be a little on the ""soupy"" side but will firm up upon refrigeration; transfer to an air-tight container and refrigerate until flavors blend, at least 2 hours.","95
Calories,8g
Fat,1g
Carbs,4g
Protein,"
533,Tarte au Camembert (French Cheese Tart),Best quiche au Camembert!,https://www.allrecipes.com/recipe/285642/tarte-au-camembert-french-cheese-tart/,"3 large eggs,6 ½ fluid ounces heavy cream,1 tablespoon thinly sliced green onion, or to taste,salt and ground black pepper to taste,1 (9 inch) unbaked pie crust,1 (8 ounce) round Camembert cheese,","Directions
Preheat the oven to 425 degrees F (220 degrees C).
Beat eggs in a medium bowl; add heavy cream, green onions, salt, and pepper and mix well. Pour into the crust.
Slice Camembert thinly and add to the filling. Place tart on a baking sheet.
Bake in the preheated oven until crust is golden and cheese is melted and a bit crunchy, about 25 minutes. Serve immediately.","248
Calories,20g
Fat,9g
Carbs,8g
Protein,"
534,Baked Camembert with Apple-Pecan Topping,"This is a simple recipe for baked Camembert with a delicious apple-pecan topping. Fall flavors at their best! Serve with toasted baguette slices, sliced apples or pears, or crackers.",https://www.allrecipes.com/recipe/285473/baked-camembert-with-apple-pecan-topping/,"1 (8 ounce) round Camembert cheese,4 tablespoons orange juice,2 tablespoons peeled, diced apples,2 tablespoons finely chopped pecans,¼ teaspoon brown sugar,⅛ teaspoon molasses,1 pinch ground cinnamon,","Directions
Preheat the oven to 350 degrees F (175 degrees C).
Use a sharp knife to remove the top rind from the Camembert; leave the rind on the sides and bottom. Place the cheese, cut-side up, in a baking dish just larger than the cheese, or in a Brie baker.
Combine orange juice, apples, pecans, brown sugar, molasses, and cinnamon in a small microwave-safe dish and heat for in the microwave for 1 minute. Spread evenly over the top of the Camembert.
Bake on the center rack of the preheated oven until gooey and soft in the middle, 15 to 20 minutes; do not overcook as it will turn buttery. Serve warm.
Cook's Note:
You can use brie instead of Camembert and Jack Daniel's(R) Tennessee Honey(TM) whiskey instead of orange juice.","103
Calories,8g
Fat,2g
Carbs,6g
Protein,"
535,German Fried Camembert,"""Gebackener Camembert"" (literally baked Camembert even though the cheese is breaded and fried) can be found on many German bar menus. It's a great appetizer or snack with a glass of beer. Serve with buttered toast.",https://www.allrecipes.com/recipe/277512/german-fried-camembert/,"1 (3 ounce) Camembert wheel,2 tablespoons all-purpose flour,1 egg, beaten,2 tablespoons dry bread crumbs,vegetable oil for frying,1 pinch salt and freshly ground black pepper to taste (Optional),2 sprigs fresh parsley,2 ounces whole berry cranberry sauce,","Directions
Unwrap Camembert wheel. Dredge in flour, then in beaten egg, and then in breadcrumbs to coat completely.
Heat 1 inch oil in a small, deep saucepan over medium heat. Lower Camembert carefully into the hot oil and fry until breading is browned, 1 to 2 minutes per side. Transfer to a paper towel-lined plate to drain. Set on a plate and season with salt and pepper.
Fry parsley sprigs for 5 seconds in the hot oil. Serve on top of Camembert and garnish with cranberry sauce.
Editorial Note:
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. Amount will vary depending on cooking time and temperature, ingredient density, and specific type of oil used.","716
Calories,38g
Fat,68g
Carbs,28g
Protein,"
536,Baked Camembert with Garlic and Herbs,"This delicious, gooey, baked Camembert dip is impressive enough to serve to guests while being deceptively easy to make. Feel free to experiment with different herb combinations. Serve Camembert immediately out of the oven with toasted baguette pieces for dipping.",https://www.allrecipes.com/recipe/285472/baked-camembert-with-garlic-and-herbs/,"1 (8 ounce) round Camembert cheese in wooden box,1 clove garlic, sliced, or more to taste,1 sprig fresh rosemary, leaves stripped,2 sprigs fresh thyme, leaves stripped,1 tablespoon olive oil,freshly cracked salt and pepper to taste,","Directions
Preheat the oven to 350 degrees F (175 degrees C).
Remove Camembert from wooden box and remove and discard any plastic wrapping. Place wheel of cheese back into the wooden box.
Using a sharp knife, score the top of the cheese in a crisscross pattern about 1-inch deep. If desired, remove the top rind.
Press garlic slices into the scores. Sprinkle with rosemary and thyme leaves, pushing a few into the scores. Drizzle top of Camembert cheese with olive oil and season with freshly cracked salt and pepper. Wrap box with foil to prevent drips (leaving the top open) and place on a baking sheet.
Bake in the preheated oven for 15 minutes. Remove from the oven and remove the foil. Serve the cheese in its box immediately.","216
Calories,17g
Fat,4g
Carbs,12g
Protein,"
537,Deep Fried Camembert with Raspberry Sauce,"Wedges of camembert cheese are breaded, deep fried and dipped in a sweet raspberry sauce. Delicious!",https://www.allrecipes.com/recipe/17061/deep-fried-camembert-with-raspberry-sauce/,"4 ounces Camembert cheese,1 egg,½ cup fine bread crumbs,¾ cup sesame seeds,3 cups vegetable oil for frying,⅔ cup raspberry preserves,","Directions
Cut chilled cheese in 6 equal wedges. In a shallow bowl, beat egg. On a sheet of wax paper, mix bread crumbs and sesame seeds.
Dip each cheese wedge in egg and turn to coat. Roll cheese in crumb mixture to coat. (If preparing ahead, cover and refrigerate now until ready to cook.)
In a heavy saucepan, heat about 2 inches of oil to 375 degrees F (190 degrees C) or until a 1-inch bread cube turns golden brown on all sides. Fry cheese until golden. Drain on paper towels.
Melt raspberry preserves for dipping sauce.
Editor's Note
We have determined the nutritional value of oil for frying based on a retention value of 10% after cooking. The exact amount may vary depending on cook time and temperature, ingredient density, and the specific type of oil used.","352
Calories,26g
Fat,23g
Carbs,9g
Protein,"
538,Concord Grape Onion Jam,"No one in our family cares much about Concord grape jelly but as a savory jam with onion and balsamic vinegar on goat cheese, it's a whole different story. The jam is delicious with blue cheese, Camembert, or Brie. The jam is moderately sweet but you can add more sugar if you prefer it sweeter.",https://www.allrecipes.com/recipe/277232/concord-grape-onion-jam/,"1 quart stemmed Concord grapes,1 large red onion, quartered and thinly sliced,½ cup light brown sugar,2 tablespoons balsamic vinegar,","Directions
Immerse a jar with a tight fitting lid in simmering water until grape jam is ready. Wash lid in warm, soapy water.
Place grapes in a saucepan and crush with a potato masher until they begin to release some juice. Cover and cook over low heat until grapes are very soft and can be easily crushed, about 10 minutes. Remove from heat and set aside to cool.
Push grapes and all of the accumulated juice through a food mill or a fine mesh strainer. Extract as much pulp and juice as you can and return back to the saucepan. This should yield a generous 2 cups pulp. Discard leftover seeds.
Add onion, brown sugar, and balsamic vinegar to grape pulp and mix until sugar has dissolved. Bring to a boil over medium-high heat, then reduce temperature to low and simmer, uncovered, stirring occasionally at the beginning and then more regularly to prevent scorching, until jam is thick, about 30 minutes. (Do not overcook--jam will thicken more as it cools.)
Pour hot jam into the sterilized jar, seal tightly with the clean lid, and allow to cool. Store in the refrigerator and use within 2 weeks.
Cook's Note:
Note that this is a refrigerator jam, not a jam for canning.","48
Calories,0g
Fat,12g
Carbs,0g
Protein,"
